Stocking Date,Waterbody ID,Water Type,Waterbody Official Name,Waterbody Common Name,District,Latitude,Longitude,Waterbody ATS,Species Code,Species Common Name,Number,Average Length,Average Weight,Genotype,Strain,Station
2022-06-03,,,Figure Eight Lake,,,,,NE20-84-25-W5,RNTR,,9000,22.1,,AF3N,Trout Lodge/Jumpers,
2020-05-19,,,UNNAMED,VALLEYVIEW CHILDREN'S POND,,55.076591,-117.284529,NE21-70-22-W5,RNTR,,500,19.7,,AF2N,Trout Lodge/Jumpers,
2021-05-17,6618,Lentic,UNNAMED,VALLEYVIEW CHILDREN'S POND,VALLEYVIEW,55.076591,-117.284529,NE21-70-22-W5,RNTR,RAINBOW TROUT,500,19.1,77.4,AF2N,Trout Lodge/Jumpers,Cold Lake
2022-05-16,,,Valleyview Children's Pond,,,,,NE21-70-22-W5,RNTR,,500,21.9,,AF2N,Trout Lodge/Jumpers,
2020-05-06,,,UNNAMED,GOOSEBERRY PARK POND,,52.110661,-110.771236,NE22-36-6-W4,RNTR,,2000,21.76,,AF3N,Trout Lodge/Kamloops,
2020-06-17,,,UNNAMED,GOOSEBERRY PARK POND,,52.110661,-110.771236,NE22-36-6-W4,RNTR,,1400,21.1,,AF3N,Trout Lodge/Kamloops,
2021-05-03,6809,Lentic,UNNAMED,GOOSEBERRY PARK POND,CORONATION,52.110661,-110.771236,NE22-36-6-W4,RNTR,RAINBOW TROUT,2000,20.4,95.6,AF3N,Trout Lodge/Kamloops,Smoky Trout Farm
2021-06-15,6809,Lentic,UNNAMED,GOOSEBERRY PARK POND,CORONATION,52.110661,-110.771236,NE22-36-6-W4,RNTR,RAINBOW TROUT,1400,20.5,89.8,AF3N,Trout Lodge/Kamloops,Smoky Trout Farm
2022-05-13,,,Gooseberry Park Pond,,,,,NE22-36-6-W4,RNTR,,3400,20.7,,AF3N,Trout Lodge/Kamloops,
2020-05-06,,,WEST RIVERS EDGE POND,FORT LIONS PARK POND,,53.683219,-113.274136,NE23-54-23-W4,RNTR,,1000,20.08,,AF3N,Trout Lodge/Jumpers,
2020-05-06,,,WEST RIVERS EDGE POND,FORT LIONS PARK POND,,53.683219,-113.274136,NE23-54-23-W4,BNTR,,250,20.45,,3N,Bow River,
2020-06-24,,,WEST RIVERS EDGE POND,FORT LIONS PARK POND,,53.683219,-113.274136,NE23-54-23-W4,RNTR,,1700,20.72,,AF3N,Trout Lodge/Kamloops,
2020-09-15,,,WEST RIVERS EDGE POND,FORT LIONS PARK POND,,53.683219,-113.274136,NE23-54-23-W4,TGTR,,250,22.81,,3N,Beitty/Bow River,
2021-04-28,26854,Lentic,WEST RIVERS EDGE POND,FORT LIONS PARK POND,EDMONTON,53.683219,-113.274136,NE23-54-23-W4,RNTR,RAINBOW TROUT,800,20.6,97.3,AF3N,Trout Lodge/Jumpers,Cold Lake - ACA
2021-04-28,26854,Lentic,WEST RIVERS EDGE POND,FORT LIONS PARK POND,EDMONTON,53.683219,-113.274136,NE23-54-23-W4,BNTR,BROWN TROUT,250,17,54,3N,Bow River,Cold Lake
2021-04-28,26854,Lentic,WEST RIVERS EDGE POND,FORT LIONS PARK POND,EDMONTON,53.683219,-113.274136,NE23-54-23-W4,TGTR,TIGER TROUT,450,17.7,60.9,3N,Beitty/Bow River,Cold Lake - ACA
2021-06-24,26854,Lentic,WEST RIVERS EDGE POND,FORT LIONS PARK POND,EDMONTON,53.683219,-113.274136,NE23-54-23-W4,RNTR,RAINBOW TROUT,1700,20.3,90.3,AF3N,Trout Lodge/Kamloops,Smoky Trout Farm
2022-05-12,,,West Rivers Edge Pond,Fort Lions Park Pond,,,,NE23-54-23-W4,RNTR,,800,20.4,,AF3N,Trout Lodge/Jumpers,
2022-05-12,,,West Rivers Edge Pond,Fort Lions Park Pond,,,,NE23-54-23-W4,TGTR,,200,16.7,,3N,Beitty/Bow River,
2022-05-12,,,West Rivers Edge Pond,Fort Lions Park Pond,,,,NE23-54-23-W4,BNTR,,250,18.1,,3N,Bow River,
2022-06-02,,,West Rivers Edge Pond,Fort Lions Park Pond,,,,NE23-54-23-W4,RNTR,,1550,20.5,,AF3N,Trout Lodge/Kamloops,
2022-06-02,,,West Rivers Edge Pond,Fort Lions Park Pond,,,,NE23-54-23-W4,RNTR,,150,30.1,,AF3N,Trout Lodge/Kamloops,
2022-10-03,,,West Rivers Edge Pond,Fort Lions Park Pond,,,,NE23-54-23-W4,TGTR,,250,24.5,,3N,Beitty/Bow River,
2020-05-20,,,UNNAMED,BURN'S RESERVOIR,,49.492841,-113.93045,NE23-6-30-W4,RNTR,,1000,20.7,,AF3N,Trout Lodge/Jumpers,
2021-05-01,6880,Lentic,UNNAMED,BURN'S RESERVOIR,PINCHER CREEK,49.492841,-113.93045,NE23-6-30-W4,RNTR,RAINBOW TROUT,1000,21.2,105.3,AF3N,Trout Lodge/Jumpers,Sam Livingston
2022-04-28,,,Burn's Reservoir,,,,,NE23-6-30-W4,CTTR,,1000,15.1,,3N,Job Lake,
2020-05-25,,,UNNAMED,SPRING LAKE,,55.513162,-119.583801,NE23-75-11-W6,BKTR,,4000,20.4,,3N,Beitty Resort,
2020-05-25,,,UNNAMED,SPRING LAKE,,55.513162,-119.583801,NE23-75-11-W6,RNTR,,6400,16.58,,AF3N,Trout Lodge/Kamloops,
2021-06-08,6693,Lentic,UNNAMED,SPRING LAKE,SPIRIT RIVER,55.513162,-119.583801,NE23-75-11-W6,RNTR,RAINBOW TROUT,6400,15.5,41.3,AF3N,Trout Lodge/Kamloops,Cold Lake
2022-06-01,,,Spring Lake,,,,,NE23-75-11-W6,RNTR,,6400,13.4,,AF3N,Trout Lodge/Kamloops,
2022-06-01,,,Spring Lake,,,,,NE23-75-11-W6,BKTR,,4000,19.5,,3N,Beitty Resort,
2020-05-05,,,UNNAMED,WETASKIWIN POND,,52.987222,-113.353311,NE24-46-24-W4,RNTR,,200,20.1,,AF3N,Trout Lodge/Jumpers,
2020-05-05,,,UNNAMED,WETASKIWIN POND,,52.987222,-113.353311,NE24-46-24-W4,BKTR,,320,21.1,,3N,Beitty Resort,
2021-05-04,18019,Lentic,UNNAMED,WETASKIWIN POND,WETASKIWIN,52.987222,-113.353311,NE24-46-24-W4,RNTR,RAINBOW TROUT,150,20.7,98.7,AF3N,Trout Lodge/Jumpers,Cold Lake - ACA
2021-05-04,18019,Lentic,UNNAMED,WETASKIWIN POND,WETASKIWIN,52.987222,-113.353311,NE24-46-24-W4,BKTR,BROOK TROUT,250,20.2,90.7,3N,Beitty Resort,Cold Lake - ACA
2022-05-07,,,Wetaskiwin Pond,,,,,NE24-46-24-W4,RNTR,,150,21,,AF3N,Trout Lodge/Jumpers,
2022-05-07,,,Wetaskiwin Pond,,,,,NE24-46-24-W4,BKTR,,250,19.5,,3N,Beitty Resort,
2022-06-15,,,Wetaskiwin Pond,,,,,NE24-46-24-W4,RNTR,,200,20.6,,AF3N,Trout Lodge/Kamloops,
2020-05-20,,,UNNAMED,RAINBOW LAKE POND,,58.495385,-119.349303,NE25-109-9-W6,RNTR,,500,20,,AF3N,Trout Lodge/Jumpers,
2021-05-27,6705,Lentic,UNNAMED,RAINBOW LAKE POND,HIGH LEVEL,58.495385,-119.349303,NE25-109-9-W6,RNTR,RAINBOW TROUT,500,19.9,86.6,AF2N,Trout Lodge/Jumpers,Cold Lake
2020-05-20,,,MITCHELL LAKE,,,52.216312,-115.007692,NE25-37-8-W5,BNTR,,500,18.3,,3N,Bow River,
2020-05-25,,,MITCHELL LAKE,,,52.216312,-115.007692,NE25-37-8-W5,RNTR,,2000,18,,3N,Campbell Lake,
2020-09-01,,,MITCHELL LAKE,,,52.216312,-115.007692,NE25-37-8-W5,TGTR,,700,16.9,,3N,Beitty/Bow River,
2020-09-01,,,MITCHELL LAKE,,,52.216312,-115.007692,NE25-37-8-W5,TGTR,,300,20,,3N,Beitty/Bow River,
2021-05-10,5348,Lentic,MITCHELL LAKE,,ROCKY MOUNTAIN HOUSE,52.216312,-115.007692,NE25-37-8-W5,RNTR,RAINBOW TROUT,2000,17.5,58,3N,Campbell Lake,Raven
2021-05-10,5348,Lentic,MITCHELL LAKE,,ROCKY MOUNTAIN HOUSE,52.216312,-115.007692,NE25-37-8-W5,BNTR,BROWN TROUT,500,15.8,43.4,3N,Bow River,Raven
2022-05-16,,,Mitchell Lake,,,,,NE25-37-8-W5,RNTR,,2000,22.1,,3N,Campbell Lake,
2022-05-25,,,Mitchell Lake,,,,,NE25-37-8-W5,BNTR,,500,17.7,,3N,Bow River,
2022-09-20,,,Mitchell Lake,,,,,NE25-37-8-W5,TGTR,,804,23.5,,3N,Beitty/Bow River,
2022-09-20,,,Mitchell Lake,,,,,NE25-37-8-W5,TGTR,,396,21.3,,3N,Beitty/Bow River,
2020-05-05,,,PARLBY RESERVOIR,TEES FISH POND,,52.471946,-113.316718,NE25-40-24-W4,RNTR,,535,21.76,,AF3N,Trout Lodge/Kamloops,
2021-04-23,6718,Lentic,PARLBY RESERVOIR,TEES FISH POND,PONOKA,52.471946,-113.316718,NE25-40-24-W4,RNTR,RAINBOW TROUT,450,20.7,93.6,AF3N,Trout Lodge/Kamloops,Smoky Trout Farm
2022-05-16,,,Parlby Reservoir,Tees Fish Pond,,,,NE25-40-24-W4,RNTR,,450,20.7,,AF3N,Trout Lodge/Kamloops,
2020-05-11,,,UNNAMED,OPEN CREEK RESERVOIR,,52.648629,-114.729184,NE25-42-6-W5,RNTR,,6000,18.7,,AF3N,Trout Lodge/Jumpers,
2020-05-19,,,UNNAMED,OPEN CREEK RESERVOIR,,52.648629,-114.729184,NE25-42-6-W5,RNTR,,10,40,,2N,Beitty Resort,
2021-05-03,6726,Lentic,UNNAMED,OPEN CREEK RESERVOIR,ROCKY MOUNTAIN HOUSE,52.648629,-114.729184,NE25-42-6-W5,RNTR,RAINBOW TROUT,4000,18.2,67,3N,Campbell Lake,Raven
2021-05-04,6726,Lentic,UNNAMED,OPEN CREEK RESERVOIR,ROCKY MOUNTAIN HOUSE,52.648629,-114.729184,NE25-42-6-W5,RNTR,RAINBOW TROUT,2000,18.2,67,3N,Campbell Lake,Raven
2021-05-04,6726,Lentic,UNNAMED,OPEN CREEK RESERVOIR,ROCKY MOUNTAIN HOUSE,52.648629,-114.729184,NE25-42-6-W5,RNTR,RAINBOW TROUT,25,28,200,2N,Beitty Resort,Raven
2021-05-04,6726,Lentic,UNNAMED,OPEN CREEK RESERVOIR,ROCKY MOUNTAIN HOUSE,52.648629,-114.729184,NE25-42-6-W5,RNTR,RAINBOW TROUT,25,30,400,2N,Beitty Resort,Raven
2021-05-10,6726,Lentic,UNNAMED,OPEN CREEK RESERVOIR,ROCKY MOUNTAIN HOUSE,52.648629,-114.729184,NE25-42-6-W5,RNTR,RAINBOW TROUT,65,50,2660,2N,Beitty Resort,Raven
2022-05-11,,,Open Creek Reservoir,,,,,NE25-42-6-W5,RNTR,,6000,20,,2N,Campbell Lake,
2022-05-16,,,Open Creek Reservoir,,,,,NE25-42-6-W5,RNTR,,20,55,,2N,Campbell Lake,
2020-05-01,,,UNNAMED,LARA FISH POND,,54.3089,-110.61054,NE25-61-5-W4,RNTR,,400,20,,AF2N,Trout Lodge/Jumpers,
2020-09-09,,,UNNAMED,LARA FISH POND,,54.3089,-110.61054,NE25-61-5-W4,RNTR,,200,23.83,,AF2N,Trout Lodge/Kamloops,
2021-04-19,24053,Lentic,UNNAMED,LARA FISH POND,BONNYVILLE,54.3089,-110.61054,NE25-61-5-W4,RNTR,RAINBOW TROUT,350,20,88,AF2N,Trout Lodge/Jumpers,Cold Lake
2021-04-19,24053,Lentic,UNNAMED,LARA FISH POND,BONNYVILLE,54.3089,-110.61054,NE25-61-5-W4,RNTR,RAINBOW TROUT,50,42,821,2N,Campbell Lake,Cold Lake
2022-04-29,,,Lara Fish Pond,,,,,NE25-61-5-W4,RNTR,,400,23.6,,2N,Campbell Lake,
2020-05-15,,,UNNAMED,SHUSTER LAKE,,52.740747,-110.609119,NE26-43-5-W4,RNTR,,1000,15.7,,2N,Pit Lakes,
2020-05-15,,,UNNAMED,SHUSTER LAKE,,52.740747,-110.609119,NE26-43-5-W4,RNTR,,2000,17.68,,2N,Campbell Lake,
2020-05-15,,,UNNAMED,SHUSTER LAKE,,52.740747,-110.609119,NE26-43-5-W4,RNTR,,1500,20.5,,AF3N,Trout Lodge/Jumpers,
2020-05-15,,,UNNAMED,SHUSTER LAKE,,52.740747,-110.609119,NE26-43-5-W4,RNTR,,2000,16.12,,AF3N,Trout Lodge/Kamloops,
2021-04-30,6688,Lentic,UNNAMED,SHUSTER LAKE,VERMILION,52.740747,-110.609119,NE26-43-5-W4,BKTR,BROOK TROUT,6000,19.2,78.8,3N,Beitty Resort,Cold Lake
2022-05-11,,,Shuster Lake,,,,,NE26-43-5-W4,BKTR,,6000,19.5,,3N,Beitty Resort,
2022-09-22,,,Shuster Lake,,,,,NE26-43-5-W4,BKTR,,5000,16.2,,3N,Beitty Resort,
2020-05-09,,,UNNAMED,BUD MILLER PARK POND,,53.259224,-110.040698,NE26-49-1-W4,RNTR,,1500,19.79,,AF3N,Trout Lodge/Jumpers,
2021-04-26,6876,Lentic,UNNAMED,BUD MILLER PARK POND,LLOYDMINSTER,53.259224,-110.040698,NE26-49-1-W4,RNTR,RAINBOW TROUT,1500,20.6,97.3,AF3N,Trout Lodge/Jumpers,Cold Lake - ACA
2022-05-17,,,Bud Miller Park Pond,,,,,NE26-49-1-W4,RNTR,,1500,21.5,,AF2N,Trout Lodge/Jumpers,
2020-05-12,,,UNNAMED,LEDUC RESERVOIR,,53.259984,-113.567083,NE27-49-25-W4,RNTR,,5000,16.9,,2N,Campbell Lake,
2021-05-07,6764,Lentic,UNNAMED,LEDUC RESERVOIR,WETASKIWIN,53.259984,-113.567083,NE27-49-25-W4,RNTR,RAINBOW TROUT,5000,17,52,3N,Campbell Lake,Cold Lake
2022-05-03,,,Leduc Reservoir,,,,,NE27-49-25-W4,RNTR,,5000,21.7,,2N,Campbell Lake,
2021-05-28,3536,Lentic,STAFFORD RESERVOIR,STAFFORD LAKE,LETHBRIDGE,49.683103,-112.356181,NE27-8-18-W4,WALL,WALLEYE,46440,0.4,,2N,Lac Ste. Anne,Cold Lake
2022-05-31,,,Stafford Reservoir,Stafford Lake,,,,NE27-8-18-W4,WALL,,75253,0.4,,2N,Lac Ste. Anne,
2020-05-11,,,SAUER LAKE,,,53.612875,-114.078152,NE28-53-1-W5,RNTR,,6000,18.59,,AF2N,Trout Lodge/Jumpers,
2021-05-04,5753,Lentic,SAUER LAKE,,STONY PLAIN,53.612875,-114.078152,NE28-53-1-W5,RNTR,RAINBOW TROUT,6000,19.5,81.92,AF2N,Trout Lodge/Jumpers,Cold Lake
2022-05-10,,,Sauer Lake,,,,,NE28-53-1-W5,RNTR,,6000,20.5,,AF2N,Trout Lodge/Jumpers,
2020-04-30,,,UNNAMED,HANSEN'S RESERVOIR,,52.297145,-114.394522,NE29-38-3-W5,RNTR,,2000,21.85,,AF3N,Trout Lodge/Kamloops,
2020-06-18,,,UNNAMED,HANSEN'S RESERVOIR,,52.297145,-114.394522,NE29-38-3-W5,RNTR,,2000,20.3,,AF3N,Trout Lodge/Kamloops,
2021-04-16,6806,Lentic,UNNAMED,HANSEN'S RESERVOIR,RED DEER,52.297145,-114.394522,NE29-38-3-W5,RNTR,RAINBOW TROUT,2000,21.1,93.11,AF3N,Trout Lodge/Kamloops,Smoky Trout Farm
2021-06-23,6806,Lentic,UNNAMED,HANSEN'S RESERVOIR,RED DEER,52.297145,-114.394522,NE29-38-3-W5,RNTR,RAINBOW TROUT,2000,21.1,91.2,AF3N,Trout Lodge/Kamloops,Smoky Trout Farm
2022-10-14,,,Hansen's Reservoir,,,,,NE29-38-3-W5,RNTR,,1036,23.5,,AF3N,Trout Lodge/Kamloops,
2020-06-01,,,UNNAMED,ATLANTIC RICHFIELD RESERVOIR,,54.832388,-115.326749,NE29-67-9-W5,RNTR,,1800,19.56,,AF2N,Trout Lodge/Jumpers,
2021-06-02,6904,Lentic,UNNAMED,ATLANTIC RICHFIELD RESERVOIR,HIGH PRAIRIE,54.832388,-115.326749,NE29-67-9-W5,RNTR,RAINBOW TROUT,1800,20.9,101.1,AF2N,Trout Lodge/Jumpers,Cold Lake
2022-05-19,,,Atlantic Richfield Reservoir,,,,,NE29-67-9-W5,RNTR,,1800,21.9,,AF2N,Trout Lodge/Jumpers,
2021-05-13,6044,Lentic,TWIN LAKES,EAST TWIN LAKE,MANNING,57.45,-117.533333,NE29-97-22-W5,RNTR,RAINBOW TROUT,4200,21,102.6,2N,Campbell Lake,Cold Lake
2022-05-17,,,Twin Lakes,East Twin Lake,,,,NE29-97-22-W5,RNTR,,4200,19.2,,2N,Campbell Lake,
2022-05-17,,,Twin Lakes,East Twin Lake,,,,NE29-97-22-W5,TGTR,,1000,17.7,,3N,Beitty/Bow River,
2020-05-14,,,UNNAMED,WALLACE PARK POND,,52.8425,-110.85653,NE31-44-6-W4,RNTR,,500,21.2,,AF3N,Trout Lodge/Kamloops,
2021-05-05,6622,Lentic,UNNAMED,WALLACE PARK POND,VERMILION,52.8425,-110.85653,NE31-44-6-W4,RNTR,RAINBOW TROUT,500,21,96.4,AF3N,Trout Lodge/Kamloops,Smoky Trout Farm
2022-05-18,,,Wallace Park Pond,,,,,NE31-44-6-W4,RNTR,,500,20.9,,AF3N,Trout Lodge/Kamloops,
2020-05-08,,,RAINBOW PARK POND,WESTLOCK RECREATION POND,,54.145706,-113.727525,NE31-59-25-W4,RNTR,,1110,21.76,,AF3N,Trout Lodge/Kamloops,
2021-05-11,6613,Lentic,RAINBOW PARK POND,WESTLOCK RECREATION POND,BARRHEAD,54.145706,-113.727525,NE31-59-25-W4,RNTR,RAINBOW TROUT,1100,20.1,87.5,AF3N,Trout Lodge/Kamloops,Smoky Trout Farm
2022-05-17,,,Rainbow Park Pond,Westlock Recreation Pond,,,,NE31-59-25-W4,RNTR,,500,21.9,,AF2N,Trout Lodge/Jumpers,
2022-05-19,,,Rainbow Park Pond,Westlock Recreation Pond,,,,NE31-59-25-W4,RNTR,,1500,20.9,,AF3N,Trout Lodge/Kamloops,
2020-05-25,,,MONTAGANEUSSE LAKE,STONEY LAKE,,56.504886,-118.461339,NE31-86-3-W6,BKTR,,6000,20.4,,3N,Beitty Resort,
2020-09-14,,,MONTAGANEUSSE LAKE,STONEY LAKE,,56.504886,-118.461339,NE31-86-3-W6,TGTR,,1975,22.81,,3N,Beitty/Bow River,
2021-05-26,6684,Lentic,MONTAGANEUSSE LAKE,STONEY LAKE,FAIRVIEW,56.504886,-118.461339,NE31-86-3-W6,RNTR,RAINBOW TROUT,10000,15.8,43.7,AF2N,Trout Lodge/Kamloops,Cold Lake
2022-05-25,,,Montaganeusse Lake,Stoney Lake,,,,NE31-86-3-W6,BKTR,,6000,19.9,,3N,Beitty Resort,
2022-05-25,,,Montaganeusse Lake,Stoney Lake,,,,NE31-86-3-W6,TGTR,,1975,16.7,,3N,Beitty/Bow River,
2020-06-11,,,UNNAMED,CAMP 9 TROUT POND,,52.84209,-115.125149,NE32-44-8-W5,RNTR,,576,20.45,,AF3N,Trout Lodge/Jumpers,
2021-05-13,21332,Lentic,UNNAMED,CAMP 9 TROUT POND,ROCKY MOUNTAIN HOUSE,52.84209,-115.125149,NE32-44-8-W5,RNTR,RAINBOW TROUT,500,16.3,47.7,3N,Campbell Lake,Raven
2022-05-27,,,Camp 9 Trout Pond,,,,,NE32-44-8-W5,RNTR,,500,22.4,,3N,Campbell Lake,
2020-05-06,,,UNNAMED,OYEN RESERVOIR,,51.6135,-110.497677,NE33-30-4-W4,RNTR,,200,21.76,,AF3N,Trout Lodge/Kamloops,
2021-05-03,6714,Lentic,UNNAMED,OYEN RESERVOIR,OYEN,51.6135,-110.497677,NE33-30-4-W4,RNTR,RAINBOW TROUT,250,20.4,95.6,AF3N,Trout Lodge/Kamloops,Smoky Trout Farm
2022-05-13,,,Oyen Reservoir,,,,,NE33-30-4-W4,RNTR,,300,20.7,,AF3N,Trout Lodge/Kamloops,
2020-05-15,,,UNNAMED,LOUGHEED TROUT POND,,52.750929,-111.539761,NE33-43-11-W4,RNTR,,570,21.2,,AF3N,Trout Lodge/Kamloops,
2021-05-05,6761,Lentic,UNNAMED,LOUGHEED TROUT POND,CAMROSE,52.750929,-111.539761,NE33-43-11-W4,RNTR,RAINBOW TROUT,700,21,96.4,AF3N,Trout Lodge/Kamloops,Smoky Trout Farm
2022-05-18,,,Lougheed Trout Pond,,,,,NE33-43-11-W4,RNTR,,500,20.9,,AF3N,Trout Lodge/Kamloops,
2022-09-14,,,Lougheed Trout Pond,,,,,NE33-43-11-W4,RNTR,,500,22.2,,AF3N,Trout Lodge/Kamloops,
2020-05-11,,,UNNAMED,CASTAWAY TROUT POND,,53.097592,-111.79091,NE35-47-13-W4,RNTR,,1000,21.2,,AF3N,Trout Lodge/Kamloops,
2021-05-05,20258,Lentic,UNNAMED,CASTAWAY TROUT POND,VEGREVILLE,53.097592,-111.79091,NE35-47-13-W4,RNTR,RAINBOW TROUT,1100,21,96.4,AF3N,Trout Lodge/Kamloops,Smoky Trout Farm
2022-05-18,,,Castaway Trout Pond,,,,,NE35-47-13-W4,RNTR,,1100,20.9,,AF3N,Trout Lodge/Kamloops,
2020-05-11,,,UNNAMED,WHITECOURT TOWN POND,,54.149158,-115.685342,NE35-59-12-W5,RNTR,,1500,20.1,,AF3N,Trout Lodge/Jumpers,
2021-05-18,21137,Lentic,UNNAMED,WHITECOURT TOWN POND,WHITECOURT,54.149158,-115.685342,NE35-59-12-W5,RNTR,RAINBOW TROUT,1500,18,64.2,AF2N,Trout Lodge/Jumpers,Cold Lake
2022-05-18,,,Whitecourt Town Pond,,,,,NE35-59-12-W5,RNTR,,1500,20.4,,AF3N,Trout Lodge/Jumpers,
2020-05-14,,,UNNAMED,MILE 07 LAKE,,55.021444,-112.015324,NE35-69-14-W4,RNTR,,4000,15.6,,2N,Pit Lakes,
2020-05-14,,,UNNAMED,MILE 07 LAKE,,55.021444,-112.015324,NE35-69-14-W4,RNTR,,6000,19.9,,AF2N,Trout Lodge/Jumpers,
2021-05-10,6642,Lentic,UNNAMED,MILE 07 LAKE,LAC LA BICHE,55.021444,-112.015324,NE35-69-14-W4,RNTR,RAINBOW TROUT,10000,20.4,95.6,2N,Campbell Lake,Cold Lake
2022-05-24,,,Mile 07 Lake,,,,,NE35-69-14-W4,RNTR,,4000,17.3,,2N,Pit Lake,
2022-05-24,,,Mile 07 Lake,,,,,NE35-69-14-W4,RNTR,,6000,20.2,,2N,Campbell Lake,
2020-05-14,,,UNNAMED,HIGHWAY 63 POND,,56.588109,-111.320447,NE35-87-9-W4,RNTR,,1000,19.9,,AF2N,Trout Lodge/Jumpers,
2021-05-10,6668,Lentic,UNNAMED,HIGHWAY 63 POND,FORT MCMURRAY,56.588109,-111.320447,NE35-87-9-W4,RNTR,RAINBOW TROUT,1000,18.4,68.6,AF2N,Trout Lodge/Jumpers,Cold Lake
2022-05-13,,,Highway 63 Pond,,,,,NE35-87-9-W4,RNTR,,1000,21.5,,2N,Beitty Resort,
2020-09-21,,,DILLBERRY LAKE,,,52.576348,-110.004391,NE36-41-1-W4,RNTR,,23706,14.3,,2N,Campbell Lake,
2020-09-21,,,DILLBERRY LAKE,,,52.576348,-110.004391,NE36-41-1-W4,TGTR,,3500,22.92,,3N,Beitty/Bow River,
2022-05-04,,,Dillberry Lake,,,,,NE36-41-1-W4,RNTR,,10000,16.2,,2N,Pit Lake,
2022-05-04,,,Dillberry Lake,,,,,NE36-41-1-W4,TGTR,,3500,17.7,,3N,Beitty/Bow River,
2022-05-05,,,Dillberry Lake,,,,,NE36-41-1-W4,RNTR,,10000,21.3,,2N,Beitty Resort,
2022-09-22,,,Dillberry Lake,,,,,NE36-41-1-W4,TGTR,,12000,10,,3N,Beitty Resort,
2020-05-14,,,CLAUDE N. BRENNAN MEMORIAL POND,VERMILION PARK POND,,53.364531,-110.884936,NE36-50-7-W4,RNTR,,1250,21.2,,AF3N,Trout Lodge/Kamloops,
2021-05-05,6082,Lentic,CLAUDE N. BRENNAN MEMORIAL POND,VERMILION PARK POND,VERMILION,53.364531,-110.884936,NE36-50-7-W4,RNTR,RAINBOW TROUT,1250,21,96.4,AF3N,Trout Lodge/Kamloops,Smoky Trout Farm
2022-05-18,,,Claude N. Brennan Memorial Pond,Vermilion Park Pond,,,,NE36-50-7-W4,RNTR,,1250,20.9,,AF3N,Trout Lodge/Kamloops,
2020-05-08,,,CHAIN LAKES RESERVOIR,,,50.236864,-114.20802,NE4-15-2-W5,RNTR,,50000,15.3,,AF3N,Trout Lodge/Jumpers,
2020-06-03,,,CHAIN LAKES RESERVOIR,,,50.236864,-114.20802,NE4-15-2-W5,RNTR,,30000,7,,AF3N,Trout Lodge/Jumpers,
2020-09-10,,,CHAIN LAKES RESERVOIR,,,50.236864,-114.20802,NE4-15-2-W5,RNTR,,10155,15.8,,AF3N,Trout Lodge/Jumpers,
2020-09-10,,,CHAIN LAKES RESERVOIR,,,50.236864,-114.20802,NE4-15-2-W5,RNTR,,25217,11.3,,3N,Beitty Resort,
2020-09-25,,,CHAIN LAKES RESERVOIR,,,50.236864,-114.20802,NE4-15-2-W5,RNTR,,15000,17.5,,3N,Campbell Lake,
2021-04-23,3499,Lentic,CHAIN LAKES RESERVOIR,,CLARESHOLM,50.236864,-114.20802,NE4-15-2-W5,RNTR,RAINBOW TROUT,17500,17.3,57.1,AF3N,Trout Lodge/Jumpers,Sam Livingston
2021-04-26,3499,Lentic,CHAIN LAKES RESERVOIR,,CLARESHOLM,50.236864,-114.20802,NE4-15-2-W5,RNTR,RAINBOW TROUT,35190,18.1,65.9,AF3N,Trout Lodge/Jumpers,Sam Livingston
2022-04-22,,,Chain Lakes Reservoir,,,,,NE4-15-2-W5,RNTR,,10007,18.2,,AF3N,Trout Lodge/Jumpers,
2022-04-25,,,Chain Lakes Reservoir,,,,,NE4-15-2-W5,RNTR,,10275,21.4,,3N,Campbell Lake,
2022-04-27,,,Chain Lakes Reservoir,,,,,NE4-15-2-W5,RNTR,,10000,12.5,,AF3N,Trout Lodge/Kamloops,
2022-04-30,,,Chain Lakes Reservoir,,,,,NE4-15-2-W5,RNTR,,13993,17.2,,AF3N,Trout Lodge/Jumpers,
2022-04-30,,,Chain Lakes Reservoir,,,,,NE4-15-2-W5,RNTR,,725,21.1,,3N,Campbell Lake,
2022-09-19,,,Chain Lakes Reservoir,,,,,NE4-15-2-W5,RNTR,,19829,17.9,,3N,Campbell Lake,
2022-09-19,,,Chain Lakes Reservoir,,,,,NE4-15-2-W5,RNTR,,14971,17.3,,3N,Campbell Lake,
2022-09-27,,,Chain Lakes Reservoir,,,,,NE4-15-2-W5,RNTR,,15000,17.5,,3N,Campbell Lake,
2020-06-08,,,UNNAMED,PIT 24,,53.030531,-116.714447,NE4-47-19-W5,BNTR,,250,21.47,,3N,Bow River,
2020-06-08,,,UNNAMED,PIT 24,,53.030531,-116.714447,NE4-47-19-W5,RNTR,,750,21.23,,AF3N,Trout Lodge/Jumpers,
2021-05-25,23789,Lentic,UNNAMED,PIT 24,EDSON,53.030531,-116.714447,NE4-47-19-W5,RNTR,RAINBOW TROUT,750,20.8,99,AF3N,Trout Lodge/Jumpers,Cold Lake
2021-05-25,23789,Lentic,UNNAMED,PIT 24,EDSON,53.030531,-116.714447,NE4-47-19-W5,BNTR,BROWN TROUT,250,18.8,73.2,3N,Bow River,Cold Lake
2022-05-26,,,Pit 24,,,,,NE4-47-19-W5,RNTR,,750,21.1,,AF3N,Trout Lodge/Jumpers,
